Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
toolBellowsx40AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation Tool \n[ffffff]CRAFTING TABLE: [c7b992]None \n[ffffff]UNLOCKED BY: [c7b992]Advanced Forge Skill Level 1 \n\n[ffffff]DESCRIPTION: [c7b992]A tool that can be installed in a forge. Adds another 10% air flow and so the smelting speed of the forge.,,,,,,,,,,,,,,
toolBellowsx50AOO,,,,,Advanced Bellows Lvl 2,,,,,,,,,,,,,,
toolBellowsx50AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation Tool \n[ffffff]CRAFTING TABLE: [c7b992]None \n[ffffff]UNLOCKED BY: [c7b992]Advanced Forge Skill Level 2 \n\n[ffffff]DESCRIPTION: [c7b992]A tool that can be installed in a forge. Adds another 10% air flow and so the smelting speed of the forge.,,,,,,,,,,,,,,
toolBellowsx60AOO,,,,,Advanced Bellows Lvl 3,,,,,,,,,,,,,,
toolBellowsx60AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation Tool \n[ffffff]CRAFTING TABLE: [c7b992]None \n[ffffff]UNLOCKED BY: [c7b992]Advanced Forge Skill Level 3 \n\n[ffffff]DESCRIPTION: [c7b992]A tool that can be installed in a forge. Adds another 10% air flow and so the smelting speed of the forge.,,,,,,,,,,,,,,
toolBellowsx70AOO,,,,,Advanced Bellows Lvl 4,,,,,,,,,,,,,,
toolBellowsx70AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation Tool \n[ffffff]CRAFTING TABLE: [c7b992]None \n[ffffff]UNLOCKED BY: [c7b992]Advanced Forge Skill Level 4 \n\n[ffffff]DESCRIPTION: [c7b992]A tool that can be installed in a forge. Adds another 10% air flow and so the smelting speed of the forge.,,,,,,,,,,,,,,
toolBellowsx80AOO,,,,,Advanced Bellows Lvl 5,,,,,,,,,,,,,,
toolBellowsx80AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation Tool \n[ffffff]CRAFTING TABLE: [c7b992]None \n[ffffff]UNLOCKED BY: [c7b992]Advanced Forge Skill Level 5 \n\n[ffffff]DESCRIPTION: [c7b992]A tool that can be installed in a forge. Adds another 10% air flow and so the smelting speed of the forge.,,,,,,,,,,,,,,
toolBellows,,,,,Original Bellows,,,,,,,,,,,,,,
toolAnimalBreedingKitAOO,,,,, Animal Breeding Kit,,,,,,,,,,,,,,
toolAnimalBreedingKitAOODesc,,,,,A Tool used in the Cloning Station,,,,,,,,,,,,,,
toolOilMakerAOO,,,,, Vegetable Oil Maker,,,,,,,,,,,,,,
toolDNAExtractorAOO,,,,, DNA Extractor,,,,,,,,,,,,,,
toolDNAExtractorAOODesc,,,,,A Tool used int he Cloning Station to extract DNA from Raw Meat,,,,,,,,,,,,,,
toolBakingSheetAOO,,,,, Baking Sheet,,,,,,,,,,,,,,
toolBarrelRoasterAOO,,,,, Barrel Roaster,,,,,,,,,,,,,,
toolBoilerAOO,,,,, Boiler,,,,,,,,,,,,,,
toolBottleCapAOO,,,,, Bottle Cap,,,,,,,,,,,,,,
toolBottleCapperAOO,,,,, Bottle Capper,,,,,,,,,,,,,,
toolCarboyAOO,,,,, Carboy,,,,,,,,,,,,,,
toolCastIronSkilletAOO,,,,, Cast Iron Skillet,,,,,,,,,,,,,,
toolCeramicDutchOvenAOO,,,,, Ceramic Dutch Oven,,,,,,,,,,,,,,
toolCharredBarrelAOO,,,,, Charred Barrel,,,,,,,,,,,,,,
toolClayPotAOO,,,,, Clay Pot,,,,,,,,,,,,,,
toolDoughHookAOO,,,,, Dough Hook ,,,,,,,,,,,,,,
toolFoodProcessorAOO,,,,, Food Processor ,,,,,,,,,,,,,,
toolSeedProcessorAOO,,,,, Seed Processor ,,,,,,,,,,,,,,
toolSeedProcessorAOODesc,,,,,A Tool used in the Farming Table to create Seeds,,,,,,,,,,,,,,
toolFloorCorkerAOO,,,,, Floor Corker ,,,,,,,,,,,,,,
toolMeatGrinderAOO,,,,, Meat Grinder ,,,,,,,,,,,,,,
toolGrainMillerAOO,,,,, Grain Miller,,,,,,,,,,,,,,
toolIceCreamBowlAOO,,,,, Ice Cream Bowl,,,,,,,,,,,,,,
toolMaltingTraysAOO,,,,, Malting Trays,,,,,,,,,,,,,,
toolMeatHangerAOO,,,,, Meat Hanger,,,,,,,,,,,,,,
toolMixingBowlAOO,,,,, Mixing Bowl ,,,,,,,,,,,,,,
toolMixingCaskAOO,,,,, Mixing Cask,,,,,,,,,,,,,,
toolOakBarrelAOO,,,,, Oak Barrel,,,,,,,,,,,,,,
toolPizzaStoneAOO,,,,, Pizza Stone,,,,,,,,,,,,,,
toolPyreXBakewareAOO,,,,, PyreX Bakeware,,,,,,,,,,,,,,
toolSmokerMatAOO,,,,, Smoker Mat,,,,,,,,,,,,,,
toolPastaHelperAOO,,,,, Pasta Helper ,,,,,,,,,,,,,,
toolSpatulaAOO,,,,, Spatula,,,,,,,,,,,,,,
toolSpiritsVatAOO,,,,, Spirits Vat,,,,,,,,,,,,,,
toolSteepingTunAOO,,,,, Steeping Tun,,,,,,,,,,,,,,
toolStillAOO,,,,, Still,,,,,,,,,,,,,,
toolTongsAOO,,,,, Tongs,,,,,,,,,,,,,,
toolTurkeyRackAOO,,,,, Turkey Rack,,,,,,,,,,,,,,
toolVeggieAttachmentAOO,,,,, Veggie Attachment ,,,,,,,,,,,,,,
toolWineFilterAOO,,,,, Wine Filter ,,,,,,,,,,,,,,
toolWineTankAOO,,,,, Wine Tank,,,,,,,,,,,,,,
toolCO2CanisterAOO,,,,, CO2 Canister ,,,,,,,,,,,,,,
toolCO2CanisterAOODesc,,,,,A Tool for the Autominer and the Drink Dispense. Found by salvaging Soda Fountains and Freezers.,,,,,,,,,,,,,,
toolWineTankAOODesc,,,,, A tool to be used in the Brew Station ,,,,,,,,,,,,,,
toolAgedBarrelAOO,,,,, Aged Barrel ,,,,,,,,,,,,,,
toolAgedBarrelAOODesc,,,,, A tool to be used in the Brew Station ,,,,,,,,,,,,,,
toolPasteurizerAOO,,,,, Pasteurizer,,,,,,,,,,,,,,
toolPasteurizerAOODesc,,,,, A tool to be used in the Brew Station,,,,,,,,,,,,,,
toolJuicerAOO,,,,, Juicer ,,,,,,,,,,,,,,
toolJuicerAOODesc,,,,, A Tool to be used in the Drink Dispenser,,,,,,,,,,,,,,
AlchemyL2UpgradeAOO,,,,, Alchemy Flasks,,,,,,,,,,,,,,
AlchemyL2UpgradeAOODesc,,,,,Tool for the Alchemy Table,,,,,,,,,,,,,,
AlchemyL3UpgradeAOO,,,,, Alchemy Pot,,,,,,,,,,,,,,
AlchemyL3UpgradeAOODesc,,,,,Tool for the Alchemy Table,,,,,,,,,,,,,,
wksMiniMiner01AOO,,,,, Mini Miner (Running),,,,,,,,,,,,,,
wksMiniMiner01AOODesc,,,,, "[ffffff]TYPE: [c7b992]Workstation \n[ffffff]CRAFTING TABLE: [c7b992]Oblivion Bench \n[ffffff]UNLOCKED BY: [c7b992]Not Locked\n\n[ffffff]DESCRIPTION: [c7b992]A Small Auto Miner used to get Rock,Clay,Sand and Cobblestone.",,,,,,,,,,,,,,
wksMiniMiner02AOO,,,,, Mini Miner (Ready),,,,,,,,,,,,,,
varCloneChambersAOO,,,,,Basic Clone Chambers Variant Block,,,,,,,,,,,,,,
varCloneChambersAOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation \n[ffffff]CRAFTING TABLE: [c7b992]Cloning Station Level 1 \n[ffffff]UNLOCKED BY: [c7b992]Cloining Skill Level 1\n\n[ffffff]DESCRIPTION: [c7b992]A Varient Block for all Basic Cloning Chambers,,,,,,,,,,,,,,
wksHGuardCloneChamber01AOO,,,,,Random Human Guard Cloning Chamber (Empty),,,,,,,,,,,,,,
wksHGuardCloneChamber01AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation \n[ffffff]CRAFTING TABLE: [c7b992]Cloning Station Level 1 \n[ffffff]UNLOCKED BY: [c7b992]Cloning Skill Level 1\n\n[ffffff]DESCRIPTION: [c7b992]A Basic Cloning Chamber for Human Guards. Can be upgraded to and Advanced Chamber that no longer requires ingedients.,,,,,,,,,,,,,,
wksHGuardCloneChamber02AOO,,,,,Random Human Guard Cloning Chamber (Stage 1),,,,,,,,,,,,,,
wksHGuardCloneChamber03AOO,,,,,Random Human Guard Cloning Chamber (Stage 2),,,,,,,,,,,,,,
wksHGuardCloneChamber04AOO,,,,,Random Human Guard Cloning Chamber (Ready),,,,,,,,,,,,,,
wksAGuardCloneChamber01AOO,,,,,Random Animal Guard Cloning Chamber (Empty),,,,,,,,,,,,,,
wksAGuardCloneChamber01AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation \n[ffffff]CRAFTING TABLE: [c7b992]Cloning Station Level 1 \n[ffffff]UNLOCKED BY: [c7b992]Cloning Skill Level 1\n\n[ffffff]DESCRIPTION: [c7b992]A Basic Cloning Chamber for Animal Guards. Can be upgraded to and Advanced Chamber that no longer requires ingedients.,,,,,,,,,,,,,,
wksAGuardCloneChamber02AOO,,,,,Random Animal Guard Cloning Chamber (Stage 1),,,,,,,,,,,,,,
wksAGuardCloneChamber03AOO,,,,,Random Animal Guard Cloning Chamber (Stage 2),,,,,,,,,,,,,,
wksAGuardCloneChamber04AOO,,,,,Random Animal Guard Cloning Chamber (Ready),,,,,,,,,,,,,,
wksPetCloneChamber01AOO,,,,,Random Pet Cloning Chamber (Empty),,,,,,,,,,,,,,
wksPetCloneChamber01AOODesc,,,,,[ffffff]TYPE: [c7b992]Workstation \n[ffffff]CRAFTING TABLE: [c7b992]Cloning Station Level 1 \n[ffffff]UNLOCKED BY: [c7b992]Cloning Skill Level 1\n\n[ffffff]DESCRIPTION: [c7b992]A Basic Cloning Chamber for Pet Animala. Can be upgraded to and Advanced Chamber that no longer requires ingedients.,,,,,,,,,,,,,,
wksPetCloneChamber02AOO,,,,,Random Pet Cloning Chamber (Stage 1),,,,,,,,,,,,,,
wksPetCloneChamber03AOO,,,,,Random Pet Cloning Chamber (Stage 2),,,,,,,,,,,,,,
wksPetCloneChamber04AOO,,,,,Random Pet Cloning Chamber (Ready),,,,,,,,,,,,,,
wksAdvHGuardCloneChamber01AOO,,,,,Advanced Human Guard Cloning Chamber (Stage 1),,,,,,,,,,,,,,
wksAdvHGuardCloneChamber02AOO,,,,,Advanced Human Guard Cloning Chamber (Stage 2),,,,,,,,,,,,,,
wksAdvHGuardCloneChamber03AOO,,,,,Advanced Human Guard Cloning Chamber (Ready),,,,,,,,,,,,,,
wksAdvAGuardCloneChamber01AOO,,,,,Advanced Animal Guard Cloning Chamber (Stage 1),,,,,,,,,,,,,,
wksAdvAGuardCloneChamber02AOO,,,,,Advanced Animal Guard Cloning Chamber (Stage 2),,,,,,,,,,,,,,
wksAdvAGuardCloneChamber03AOO,,,,,Advanced Animal Guard Cloning Chamber (Ready),,,,,,,,,,,,,,
wksAdvPetCloneChamber01AOO,,,,,Advanced Pet Cloning Chamber (Stage 1),,,,,,,,,,,,,,
wksAdvPetCloneChamber02AOO,,,,,Advanced Pet Cloning Chamber (Stage 2),,,,,,,,,,,,,,
wksAdvPetCloneChamber03AOO,,,,,Advanced Pet Cloning Chamber (Ready),,,,,,,,,,,,,,
wksMCowCloneChamber01AOO,,,,, Milking Cow Clone Chamber,,,,,,,,,,,,,,
wksMCowCloneChamber02AOO,,,,, Milking Cow Clone Chamber (Ready),,,,,,,,,,,,,,
wksMCow01AOO,,,,, Milking Cow,,,,,,,,,,,,,,
wksMCow02AOO,,,,, Milking Cow (Feed Me Seymor!),,,,,,,,,,,,,,
wksMCow03AOO,,,,, Milking Cow (Almost Ready!),,,,,,,,,,,,,,
wksMCow04AOO,,,,, Milking Cow (I'm Ready!),,,,,,,,,,,,,,
wksMilkingCowAOO,,,,, Milking Cow,,,,,,,,,,,,,,
wksEggChickenCloneChamber01AOO,,,,,Egg Laying Chicken Clone Chamber,,,,,,,,,,,,,,
wksEggChickenCloneChamber02AOO,,,,,Egg Laying Chicken Clone Chamber (Ready),,,,,,,,,,,,,,
wksEggChicken01AOO,,,,, Egg Laying Chicken,,,,,,,,,,,,,,
wksEggChicken02AOO,,,,, Egg Laying Chicken (Feed Me Seymor!),,,,,,,,,,,,,,
wksEggChicken03AOO,,,,, Egg Laying Chicken (Almost Ready!),,,,,,,,,,,,,,
wksEggChicken04AOO,,,,, Egg Laying Chicken (I'm Ready!),,,,,,,,,,,,,,
wksEggChickenAOO,,,,, Egg Laying Chicken,,,,,,,,,,,,,,
wksChickenIncubatorEmptyAOO,,,,, Chicken Incubator (Empty - Add Fertile Egg),,,,,,,,,,,,,,
wksChickenIncubatorEmptyAOODesc,,,,, Chicken Incubator - Insert Fertile Eggs to produce Pet Chickens,,,,,,,,,,,,,,
wksChickenIncubator01AOO,,,,, Chicken Incubator (Stage 1),,,,,,,,,,,,,,
wksChickenIncubator02AOO,,,,, Chicken Incubator (Stage 2),,,,,,,,,,,,,,
wksChickenIncubator03AOO,,,,, Chicken Incubator (Ready),,,,,,,,,,,,,,
resourceChickenFeedAOO,,,,, Animal Feed,,,,,,,,,,,,,,
resourceChickenFeedAOODesc,,,,, "Used to Feed Milking Cows, Egg Laying Chickens and to Hire pet animals",,,,,,,,,,,,,,
resourceFertileEggAOO,,,,, Fertile Egg,,,,,,,,,,,,,,
resourceFertileEggAOODesc,,,,, Fertile Egg - Incubate to create a pet chicken,,,,,,,,,,,,,,
humanCanisterAOO,,,,, Human Cloning Ingredients,,,,,,,,,,,,,,
animalCanisterAOO,,,,, Animal Cloning Ingredients,,,,,,,,,,,,,,
AdvCCUpgradeAOO,,,,, Advanced Cloning Chamber Upgrade Token,,,,,,,,,,,,,,
CSL2UpgradeAOO,,,,, Clone Station Level 2 Upgrade Token,,,,,,,,,,,,,,
CSL3UpgradeAOO,,,,, Clone Station Level 3 Upgrade Token,,,,,,,,,,,,,,
resourceHDNAAOO,,,,, Human DNA,,,,,,,,,,,,,,
resourceADNAAOO,,,,, Animal DNA,,,,,,,,,,,,,,
resourceBCryoAOO,,,,, Basic Cryogenic Material,,,,,,,,,,,,,,
resourceICryoAOO,,,,, Intermediate Cryogenic Material,,,,,,,,,,,,,,
resourceACryoAOO,,,,, Advanced Cryogenic Material,,,,,,,,,,,,,,
humanCanisterAOODesc,,,,, Insert into a Human Guard Cloning Chamber,,,,,,,,,,,,,,
animalCanisterAOODesc,,,,, Insert into an Anmial Cloning Chamber,,,,,,,,,,,,,,
AdvCCUpgradeAOODesc,,,,, Insert into a RUNNING Clone Chamber to uprgrade to an advanced version.,,,,,,,,,,,,,,
CSL2UpgradeAOODesc,,,,, Insert into a Level 1 Cloning Station to upgrade to Level 2 REMOVE ANY TOOLS,,,,,,,,,,,,,,
CSL3UpgradeAOODesc,,,,, Insert into a Level 2 Cloning Station to upgrade to Level 3 REMOVE ANY TOOLS,,,,,,,,,,,,,,
resourceHDNAAOODesc,,,,, Ingredient for Cloning Material,,,,,,,,,,,,,,
resourceADNAAOODesc,,,,, Ingredient for Cloning Material,,,,,,,,,,,,,,
resourceBCryoAOODesc,,,,, Ingredient for Cloning Material,,,,,,,,,,,,,,
resourceICryoAOODesc,,,,, Ingredient for Cloning Material,,,,,,,,,,,,,,
resourceACryoAOODesc,,,,, Ingredient for Cloning Material,,,,,,,,,,,,,,
wksResTable1AOO,,,,,Resurrection Table (Insert Zombie Corpse),,,,,,,,,,,,,,
wksResTable2AOO,,,,,Insert Resurrection  Potion,,,,,,,,,,,,,,
wksResTable3AOO,,,,,Resurrection Table Stage 1,,,,,,,,,,,,,,
wksResTable4AOO,,,,,Resurrection Table Stage 2,,,,,,,,,,,,,,
wksResTable5AOO,,,,,Resurrection Table (Ready),,,,,,,,,,,,,,
resPotionAOO,,,,,Resurrection Potion,,,,,,,,,,,,,,
resPotionAOODesc,,,,,Used in the Resurrection Table to resurrect Zombies,,,,,,,,,,,,,,
zombieCorpseAOO,,,,,Zombie Corpse,,,,,,,,,,,,,,
zombieCorpseAOODesc,,,,,Used in the Resurrection Table to resurrect Zombies,,,,,,,,,,,,,,
powerWindMillAOO,,,,,WindMill,,,,,,,,,,,,,,
powerWindMillAOOAOODesc,,,,,Windmill - Power Source that uses Wind Gears,,,,,,,,,,,,,,
resourceWindGearsAOO,,,,,Wind Gears,,,,,,,,,,,,,,
resourceWindGearsAOODesc,,,,,Used to make your Windmill operate and produce more power,,,,,,,,,,,,,,
plantedAgaveSeedTSK_AOO,,,,,Agave (Seed),,,,,,,,,,,,,,
plantedAgaveGrowingTSK_AOO,,,,,Agave (Growing),,,,,,,,,,,,,,
plantedAgavePlantHarvestTSK_AOO,,,,,Agave (Ready),,,,,,,,,,,,,,
plantedAgavePlantWildTSK_AOO,,,,,Agave (Harvestable),,,,,,,,,,,,,,
plantedAvocadoTreeSeedTSK_AOO,,,,,Avocado (Seed),,,,,,,,,,,,,,
plantedAvocadoTreeGrowingTSK_AOO,,,,,Avocado (Growing),,,,,,,,,,,,,,
plantedAvocadoTreePlantHarvestTSK_AOO,,,,,Avocado (Ready),,,,,,,,,,,,,,
plantedAvocadoTreePlantWildTSK_AOO,,,,,Avocado (Harvestable),,,,,,,,,,,,,,
plantedBananaTreeSeedAOO,,,,,Banana Tree (Seed),,,,,,,,,,,,,,
plantedBananaTreeGrowingAOO,,,,,Banana Tree (Growing),,,,,,,,,,,,,,
plantedBananaTreePlantHarvestAOO,,,,,Banana Tree (Ready),,,,,,,,,,,,,,
plantedBananaTreePlantWildAOO,,,,,Banana Tree (Harvestable),,,,,,,,,,,,,,
plantedBroccoliSeedAOO,,,,,Broccoli (Seed),,,,,,,,,,,,,,
plantedBroccoliGrowingAOO,,,,,Broccoli (Growing),,,,,,,,,,,,,,
plantedBroccoliPlantHarvestAOO,,,,,Broccoli (Ready),,,,,,,,,,,,,,
plantedBroccoliPlantWildAOO,,,,,Broccoli (Harvestable),,,,,,,,,,,,,,
plantedCabbageSeedAOO,,,,,Cabbage (Seed),,,,,,,,,,,,,,
plantedCabbageGrowingAOO,,,,,Cabbage (Growing),,,,,,,,,,,,,,
plantedCabbagePlantHarvestAOO,,,,,Cabbage (Ready),,,,,,,,,,,,,,
plantedCabbagePlantWildAOO,,,,,Cabbage (Harvestable),,,,,,,,,,,,,,
plantedCacaoTreeSeedTSK_AOO,,,,,Cacao Tree (Seed),,,,,,,,,,,,,,
plantedCacaoTreeGrowingTSK_AOO,,,,,Cacao Tree (Growing),,,,,,,,,,,,,,
plantedCacaoTreePlantHarvestTSK_AOO,,,,,Cacao Tree (Ready),,,,,,,,,,,,,,
plantedCacaoTreePlantWildTSK_AOO,,,,,Cacao Tree (Harvestable),,,,,,,,,,,,,,
plantedCarrotSeedAOO,,,,,Carrot (Seed),,,,,,,,,,,,,,
plantedCarrotGrowingAOO,,,,,Carrot (Growing),,,,,,,,,,,,,,
plantedCarrotPlantHarvestAOO,,,,,Carrot (Ready),,,,,,,,,,,,,,
plantedCarrotPlantWildAOO,,,,,Carrot (Harvestable),,,,,,,,,,,,,,
plantedCatsClawSeedTSK_AOO,,,,,Cat's Claw (Seed),,,,,,,,,,,,,,
plantedCatsClawPlantWildTSK_AOO2,,,,,Cat's Claw (Growing),,,,,,,,,,,,,,
plantedCatsClawPlantHarvestTSK_AOO,,,,,Cat's Claw (Ready),,,,,,,,,,,,,,
plantedCatsClawPlantWildTSK_AOO,,,,,Cat's Claw (Harvestable),,,,,,,,,,,,,,
plantedCelerySeedAOO,,,,,Celery (Seed),,,,,,,,,,,,,,
plantedCeleryGrowingAOO,,,,,Celery (Growing),,,,,,,,,,,,,,
plantedCeleryPlantHarvestAOO,,,,,Celery (Ready),,,,,,,,,,,,,,
plantedCeleryPlantWildAOO,,,,,Celery (Harvestable),,,,,,,,,,,,,,
plantedCherryTreeSeedAOO,,,,,Cherry Tree (Seed),,,,,,,,,,,,,,
plantedCherryTreeGrowingAOO,,,,,Cherry Tree (Growing),,,,,,,,,,,,,,
plantedCherryTreePlantHarvestAOO,,,,,Cherry Tree (Ready),,,,,,,,,,,,,,
plantedCherryTreePlantWildAOO,,,,,Cherry Tree (Harvestable),,,,,,,,,,,,,,
plantedCranberryTreeSeedAOO,,,,,Cranberry Tree (Seed),,,,,,,,,,,,,,
plantedCranberryTreeGrowingAOO,,,,,Cranberry Tree (Growing),,,,,,,,,,,,,,
plantedCranberryTreePlantHarvestAOO,,,,,Cranberry Tree (Ready),,,,,,,,,,,,,,
plantedCranberryTreePlantWildAOO,,,,,Cranberry Tree (Harvestable),,,,,,,,,,,,,,
plantedCoconutTreeSeedAOO,,,,,Coconut Tree (Seed),,,,,,,,,,,,,,
plantedCoconutTreeGrowingAOO,,,,,Coconut Tree (Growing),,,,,,,,,,,,,,
plantedCoconutTreePlantHarvestAOO,,,,,Coconut Tree (Ready),,,,,,,,,,,,,,
plantedCoconutTreePlantWildAOO,,,,,Coconut Tree (Harvestable),,,,,,,,,,,,,,
plantedCucumberSeedAOO,,,,,Cucumber (Seed),,,,,,,,,,,,,,
plantedCucumberGrowingAOO,,,,,Cucumber (Growing),,,,,,,,,,,,,,
plantedCucumberPlantHarvestAOO,,,,,Cucumber (Ready),,,,,,,,,,,,,,
plantedCucumberPlantAOO,,,,,Cucumber (Harvestable),,,,,,,,,,,,,,
plantedDevilsClawSeedTSK_AOO,,,,,Devil's Claw (Seed),,,,,,,,,,,,,,
plantedDevilsClawGrowingTSK_AOO,,,,,Devil's Claw (Growing),,,,,,,,,,,,,,
plantedDevilsClawPlantHarvestTSK_AOO,,,,,Devil's Claw (Ready),,,,,,,,,,,,,,
plantedDevilsClawPlantWildTSK_AOO,,,,,Devil's Claw (Harvestable),,,,,,,,,,,,,,
plantedEchinaceaSeedTSK_AOO,,,,,Echinacea (Seed),,,,,,,,,,,,,,
plantedEchinaceaGrowingTSK_AOO,,,,,Echinacea (Growing),,,,,,,,,,,,,,
plantedEchinaceaPlantHarvestTSK_AOO,,,,,Echinacea (Ready),,,,,,,,,,,,,,
plantedEchinaceaPlantWildTSK_AOO,,,,,Echinacea (Harvestable),,,,,,,,,,,,,,
plantedFeverfewSeedTSK_AOO,,,,,Feverfew (Seed),,,,,,,,,,,,,,
plantedFeverfewGrowingTSK_AOO,,,,,Feverfew (Growing),,,,,,,,,,,,,,
plantedFeverfewPlantHarvestTSK_AOO,,,,,Feverfew (Ready),,,,,,,,,,,,,,
plantedFeverfewPlantWildTSK_AOO,,,,,Feverfew (Harvestable),,,,,,,,,,,,,,
plantedFlaxSeedAOO,,,,,Flax (Seed),,,,,,,,,,,,,,
plantedFlaxGrowingAOO,,,,,Flax (Growing),,,,,,,,,,,,,,
plantedFlaxPlantHarvestAOO,,,,,Flax (Ready),,,,,,,,,,,,,,
plantedFlaxPlantWildAOO,,,,,Flax (Harvestable),,,,,,,,,,,,,,
plantedGarlicSeedTSK_AOO,,,,,Garlic (Seed),,,,,,,,,,,,,,
plantedGarlicGrowingTSK_AOO,,,,,Garlic (Growing),,,,,,,,,,,,,,
plantedGarlicPlantHarvestTSK_AOO,,,,,Garlic (Ready),,,,,,,,,,,,,,
plantedGarlicPlantWildTSK_AOO,,,,,Garlic (Harvestable),,,,,,,,,,,,,,
plantedGingerSeedTSK_AOO,,,,,Ginger (Seed),,,,,,,,,,,,,,
plantedGingerGrowingTSK_AOO,,,,,Ginger (Growing),,,,,,,,,,,,,,
plantedGingerPlantHarvestTSK_AOO,,,,,Ginger (Ready),,,,,,,,,,,,,,
plantedGingerPlantWildTSK_AOO,,,,,Ginger (Harvestable),,,,,,,,,,,,,,
plantedGuavaSeedTSK_AOO,,,,,Guava (Seed),,,,,,,,,,,,,,
plantedGuavaGrowingTSK_AOO,,,,,Guava (Growing),,,,,,,,,,,,,,
plantedGuavaPlantHarvestTSK_AOO,,,,,Guava (Ready),,,,,,,,,,,,,,
plantedGuavaPlantWildTSK_AOO,,,,,Guava (Harvestable),,,,,,,,,,,,,,
plantedMixedHerbsSeedAOO,,,,,Mixed Herbs (Seed),,,,,,,,,,,,,,
plantedMixedHerbsGrowingAOO,,,,,Mixed Herbs (Growing),,,,,,,,,,,,,,
plantedMixedHerbsPlantWildAOO,,,,,Mixed Herbs (Ready),,,,,,,,,,,,,,
plantedMixedHerbsPlantHarvestAOO,,,,,Mixed Herbs (Harvestable),,,,,,,,,,,,,,
plantedIcebergLettuceSeedAOO,,,,,Iceberg Lettuce (Seed),,,,,,,,,,,,,,
plantedIcebergLettuceGrowingAOO,,,,,Iceberg Lettuce (Growing),,,,,,,,,,,,,,
plantedIcebergLettucePlantHarvestAOO,,,,,Iceberg Lettuce (Ready),,,,,,,,,,,,,,
plantedJalapenoSeedAOO,,,,,Jalapeno (Seed),,,,,,,,,,,,,,
plantedJalapenoGrowingAOO,,,,,Jalapeno (Growing),,,,,,,,,,,,,,
plantedJalapenoPlantHarvestAOO,,,,,Jalapeno (Ready),,,,,,,,,,,,,,
plantedJalapenoPlantWildAOO,,,,,Jalapeno (Harvestable),,,,,,,,,,,,,,
plantedLemonTreeSeedTSK_AOO,,,,,Lemon Tree (Seed),,,,,,,,,,,,,,
plantedLemonTreeGrowingTSK_AOO,,,,,Lemon Tree (Growing),,,,,,,,,,,,,,
plantedLemonTreePlantHarvestTSK_AOO,,,,,Lemon Tree (Ready),,,,,,,,,,,,,,
plantedLemonTreePlantWildTSK_AOO,,,,,Lemon Tree (Harvestable),,,,,,,,,,,,,,
plantedLimeTreeSeedTSK_AOO,,,,,Lime Tree (Seed),,,,,,,,,,,,,,
plantedLimeTreeGrowingTSK_AOO,,,,,Lime Tree (Growing),,,,,,,,,,,,,,
plantedLimeTreePlantHarvestTSK_AOO,,,,,Lime Tree (Ready),,,,,,,,,,,,,,
plantedLimeTreePlantWildTSK_AOO,,,,,Lime Tree (Harvestable),,,,,,,,,,,,,,
plantedMangoTreeSeedTSK_AOO,,,,,Mango Tree (Seed),,,,,,,,,,,,,,
plantedMangoTreeGrowingTSK_AOO,,,,,Mango Tree (Growing),,,,,,,,,,,,,,
plantedMangoTreePlantHarvestTSK_AOO,,,,,Mango Tree (Ready),,,,,,,,,,,,,,
plantedMangoTreePlantWildTSK_AOO,,,,,Mango Tree (Harvestable),,,,,,,,,,,,,,
plantedMarijuanaSeedAOO,,,,,Marijuana (Seed),,,,,,,,,,,,,,
plantedMarijuanaGrowingAOO,,,,,Marijuana (Growing),,,,,,,,,,,,,,
plantedMarijuanaPlantHarvestAOO,,,,,Marijuana (Ready),,,,,,,,,,,,,,
plantedMarijuanaPlantWildAOO,,,,,Marijuana (Harvestable),,,,,,,,,,,,,,
plantedMintSeedTSK_AOO,,,,,Mint (Seed),,,,,,,,,,,,,,
plantedMintGrowingTSK_AOO,,,,,Mint (Growing),,,,,,,,,,,,,,
plantedMintPlantHarvestTSK_AOO,,,,,Mint (Ready),,,,,,,,,,,,,,
plantedMintPlantWildTSK_AOO,,,,,Mint (Harvestable),,,,,,,,,,,,,,
plantedMixedNutTreeSeedAOO,,,,,Mixed Nut Tree (Seed),,,,,,,,,,,,,,
plantedMixedNutTreeGrowingAOO,,,,,Mixed Nut Tree (Growing),,,,,,,,,,,,,,
plantedMixedNutTreePlantWildAOO,,,,,Mixed Nut Tree (Ready),,,,,,,,,,,,,,
plantedMixedNutTreePlantHarvestAOO,,,,,Mixed Nut Tree (Harvestable),,,,,,,,,,,,,,
plantedOliveTreeSeedTSK_AOO,,,,,Olive Tree (Seed),,,,,,,,,,,,,,
plantedOliveTreeGrowingTSK_AOO,,,,,Olive Tree (Growing),,,,,,,,,,,,,,
plantedOliveTreePlantHarvestTSK_AOO,,,,,Olive Tree (Ready),,,,,,,,,,,,,,
